Datum,Check-in,Vertrek,Check-uit,Bestemming,Bedrag,Transactie,Klasse,Product,Opmerkingen
16-06-2017,14:38,Den Haag Centraal,15:24,Schiphol Airport,"5,00",Check-in,,Dal Voordeel (2e klas),
