Datum,Check-in,Vertrek,Check-uit,Bestemming,Bedrag,Transactie,Klasse,Product,Opmerkingen
31-01-2018,13:38,Schiphol Airport,14:13,Den Haag Centraal,"5,10",Check-in,,Dal Voordeel (2e klas),
