Datum,Check-in,Vertrek,Check-uit,Bestemming,Bedrag,Transactie,Klasse,Product,Opmerkingen
29-05-2017,10:19,Schiphol Airport,10:57,Den Haag Centraal,"5,00",Check-in,,Dal Voordeel (2e klas),
