Datum,Check-in,Vertrek,Check-uit,Bestemming,Bedrag,Transactie,Klasse,Product,Opmerkingen
27-08-2017,17:52,Den Haag Centraal,18:33,Schiphol Airport,"5,00",Check-in,,Dal Voordeel (2e klas),
